	10025.Healthy	10036.Healthy	10037.Healthy	10048.Healthy	10058.Healthy	10060.Healthy	10064.Gastrectomy	10080.Healthy	10100.Healthy	10105.Healthy	10106.Healthy	10107.Healthy	10112.Gastrectomy	10114.Healthy	10132.Healthy	10156.Gastrectomy	10166.Gastrectomy	10167.Gastrectomy	10176.Gastrectomy	10183.Healthy	10189.Gastrectomy	10192.Gastrectomy	10197.Healthy	10205.Gastrectomy	10207.Healthy	10208.Healthy	10215.Healthy	10219.Healthy	10226.Healthy	10231.Healthy	10234.Gastrectomy	10244.Healthy	10246.Healthy	10250.Healthy	10257.Gastrectomy	10258.Healthy	10291.Gastrectomy	10297.Gastrectomy	10302.Healthy	10304.Healthy	10317.Healthy	10319.Gastrectomy	10321.Gastrectomy	10340.Healthy	10341.Healthy	10342.Gastrectomy	10354.Healthy	10355.Gastrectomy	10357.Healthy	10360.Gastrectomy	10369.Gastrectomy	10378.Healthy	10395.Gastrectomy	10423.Gastrectomy	10433.Gastrectomy	10451.Gastrectomy	10457.Gastrectomy	10463.Healthy	10465.Healthy	10486.Healthy	10487.Healthy	10501.Gastrectomy	10519.Healthy	10537.Healthy	10538.Gastrectomy	10540.Gastrectomy	10543.Healthy	10554.Gastrectomy	10558.Gastrectomy	10563.Gastrectomy	10599.Gastrectomy	10623.Gastrectomy	10632.Healthy	10647.Healthy	10657.Healthy	10659.Healthy	10673.Gastrectomy	10680.Gastrectomy	10684.Healthy	10690.Gastrectomy	10696.Gastrectomy	10698.Healthy	10701.Healthy	10703.Gastrectomy	10733.Healthy	10741.Healthy	10742.Gastrectomy	10751.Gastrectomy	10776.Healthy	10782.Gastrectomy	10784.Healthy	10791.Gastrectomy	10794.Healthy	10807.Healthy	10810.Gastrectomy	10850.Healthy
C02712_N-Acetylmethionine	7.0589118258	7.0589118258	7.0589118258	7.0589118258	7.0589118258	7.0589118258	83	7.0589118258	7.0589118258	7.0589118258	7.0589118258	7.0589118258	12	7.0589118258	7.0589118258	72	89	49	7.0589118258	7.0589118258	7.0589118258	7.0589118258	7.0589118258	7.0589118258	7.0589118258	7.0589118258	7.0589118258	7.0589118258	7.0589118258	7.0589118258	7.0589118258	7.0589118258	7.0589118258	7.0589118258	7.0589118258	7.0589118258	363	7.0589118258	7.0589118258	24.28089187	7.0589118258	685	32.48764394	7.0589118258	7.0589118258	25.99246854	7.0589118258	21.38619109	7.0589118258	111	278	40.96183546	25	7.0589118258	7.0589118258	45	108	7.0589118258	7.0589118258	7.0589118258	22.89181686	7.0589118258	7.0589118258	35.6231432	7.0589118258	73	7.0589118258	7.0589118258	7.0589118258	7.0589118258	54	7.0589118258	7.0589118258	7.0589118258	7.0589118258	26.1851792	36	80	21.99924065	7.0589118258	7.0589118258	7.0589118258	22.76947149	7.0589118258	7.0589118258	35.05682357	75	7.0589118258	7.0589118258	7.0589118258	35.46046829	7.0589118258	7.0589118258	7.843235362	7.0589118258	7.0589118258
C02713_N-Acetylmuramate	80.60431546	19.779148143	19.779148143	19.779148143	19.779148143	19.779148143	19.779148143	19.779148143	108.0441103	19.779148143	19.779148143	19.779148143	19.779148143	19.779148143	19.779148143	19.779148143	1440	19.779148143	455	19.779148143	19.779148143	19.779148143	19.779148143	19.779148143	19.779148143	19.779148143	19.779148143	19.779148143	90.66510452	19.779148143	19.779148143	19.779148143	19.779148143	19.779148143	23.17982117	19.779148143	475	19.779148143	19.779148143	28.49658989	19.779148143	384	34.88002721	27.6518331	19.779148143	32.27655868	19.779148143	32.10522324	19.779148143	1569	1491	70.69530413	19.779148143	19.779148143	415	476	536	76.28792512	19.779148143	19.779148143	68.72860794	19.779148143	57.44615147	19.779148143	476	19.779148143	19.779148143	19.779148143	85	325	19.779148143	19.779148143	98.61338073	19.779148143	19.779148143	19.779148143	97	881	21.97683127	549	1088	54.04416593	19.779148143	19.779148143	19.779148143	19.779148143	19.779148143	19.779148143	19.779148143	19.779148143	50.49551434	44	71.22273773	19.779148143	19.779148143	19.779148143
C02714_N-Acetylputrescine	354.8219201	425.8040002	243.1938524	808.658599	2054.472668	293.9064841	1171	120.8394935	407.1030209	34.03024649	936.2591276	79.93689865	12	156.2635376	66.46372385	789	197	304	866	626.7389696	6.464179808	35.6098253	447	23.93313549	101.4747333	2684.453067	185.3655133	467.8591135	259.5823123	3784.24188	2208.888389	596.1081239	683.7709313	3815.007628	18.27201302	826.3099874	424	3.500460089	102.6262383	233.5529493	80.32027788	411	800.8064206	329.2260846	154.8482481	12.46866095	430.9655843	993.3492191	69.12392558	437	84	695.1232738	442	388	18	49	7312	978.9453361	62.43495805	4.582098486	867.585299	5.603494309	32.42144934	2135.248295	20	1126	98.15290946	40	663	32	1387	3439	6.383620163	89.57230818	2576.835404	1831.347285	1350	39	31.62157449	67	225	463.1037111	9.433877521	49	259.798153	74.90163257	257	201	1284.07744	2205	149.3054055	36	12.85122906	2730.580355	39	79.0629139
C02721_N-Methylalanine	9.262251859	10.35012216	6.192283289	5.02292179	9.654308558	7.366292197	36	4.520629611	12.76102679	5.676710024	6.57972714	4.520629611	52	8.611099643	4.520629611	12	37	4.520629611	25	6.705073934	6.651290278	7.701182186	4.520629611	5.704889099	16.41634407	11.51879085	16.71781069	8.829226216	14.9641781	25.63794627	27.50557286	27.58616524	7.058808714	19.95009521	22.41815667	12.87803315	4.520629611	10.64430818	16.74285744	4.520629611	48.99215615	33	8.218025612	16.98508683	11.48299879	12.67485922	4.520629611	11.3536274	7.276602773	43	50	8.250849872	4.520629611	4.520629611	34	28	26	9.476613802	22.42821034	27.42066708	56.61316387	30.02468064	14.9643573	4.520629611	26	19	8.835520499	4.520629611	36	38	4.520629611	4.520629611	33.67215923	9.220851073	7.175233424	4.520629611	4.520629611	57	20.88379995	32	49	8.939143615	19.25917774	23	4.520629611	4.520629611	4.520629611	4.520629611	9.286536008	4.520629611	6.24175921	47	24.22326812	7.205076735	22	4.520629611
C02727_N-epsilon-Acetyllysine	22.49998765	29.32985366	40.06639009	15.00610363	20.81123631	34.92075137	32	30.35120417	23.3193928	55.11792282	11.71867445	9.269978343	26	18.57455953	8.3429805087	16	35	8.3429805087	42	13.33152134	23.09014369	50.40125786	134	13.81709716	13.82678508	21.86668239	25.99968448	12.19701833	35.58176329	53.17535285	16.53292189	34.45503796	33.1050823	30.95419277	31.06027467	19.01872922	35	19.36881742	16.86665363	22.4549957	26.20778349	38	63.52000128	20.72937019	27.84278646	31.32319758	71.42102843	18.6829548	13.1171039	19	49	23.71720933	23	39	34	42	49	68.16194645	28.98306545	30.70274687	23.8136722	21.09397272	17.13108171	50.42410382	268	43	25.79208951	12	24	19	48	19	27.46614563	23.18937971	32.39484073	34.59543622	28	39	41.41438673	27	51	23.58394486	31.73124676	14	11.96157942	22.83856454	53	8.3429805087	41.74699617	35	33.05917204	32	27.44520327	15.11333015	19	11.70059513
C02835_Imidazole-4-acetate	9.677285357	9.568249224	10.04541885	10.40155867	42.89841902	14.02545546	35	4.5954952128	19.63426962	4.5954952128	23.35706573	5.106105792	63	4.5954952128	7.855880401	42	20	21	4.5954952128	4.5954952128	4.5954952128	4.5954952128	48	14.7224555	4.5954952128	20.50677924	4.5954952128	45.38542772	4.5954952128	28.32810385	47.94302511	50.47839846	4.5954952128	39.96588677	34.00505207	26.57234396	22	14.25834839	8.660584812	4.5954952128	29.69329097	29	17.65296474	13.18543544	14.38748662	4.5954952128	4.5954952128	5.907884943	21.51426481	68	32	43.3762464	54	18	4.5954952128	60	45	49.11107253	35.51557749	34.94137674	24.73262661	42.82616292	95.54297373	31.82947467	4.5954952128	15	14.37279874	4.5954952128	67	27	38	34	4.5954952128	23.78961448	35.367842	4.5954952128	637	32	4.5954952128	69	24	4.5954952128	40.36263836	26	4.5954952128	4.5954952128	4.5954952128	4.5954952128	47.51853487	25	9.737367019	36	35.65712665	17.08738771	23	7.099731286
C02918_1-Methylnicotinamide	10.09384035	1.6278232023	26.70708184	31.19597921	1.6278232023	9.741888509	1.6278232023	1.6278232023	6.131588643	1.6278232023	3.948090947	1.6278232023	1.6278232023	22.15054736	5.624367051	5.9	1.6278232023	1.6278232023	1.6278232023	15.27566121	1.6278232023	9.391545018	728	1.6278232023	1.6278232023	4.98282243	1.6278232023	5.187952484	3.823006105	6.771644314	1.6278232023	1.6278232023	17.75998961	7.223366775	9.33451825	7.993100758	1.6278232023	1.6278232023	1.6278232023	3.402527044	1.6278232023	1.6278232023	11.12269977	1.6278232023	1.6278232023	1.808692447	459.1566783	10.14812318	6.683772583	1.6278232023	19	1.6278232023	12	5.3	1.6278232023	1.6278232023	1.6278232023	153.7510293	1.6278232023	19.47143141	1.6278232023	1.6278232023	1.6278232023	8.096492708	1.6278232023	1.6278232023	8.776375996	1.6278232023	1.6278232023	1.6278232023	7.9	21	1.6278232023	18.90246735	20.78748774	1.6278232023	1.6278232023	1.6278232023	1.6278232023	1.6278232023	1.6278232023	1.6278232023	23.50838034	1.6278232023	6.200665038	7.338858764	1.6278232023	1.6278232023	7.759600447	8	16.00417412	1.6278232023	52.5612487	1.6278232023	25	1.6278232023
C02989_Methionine sulfoxide	99.29406037	61.04701333	72.29627334	29.09419824	170.9759283	384.8981494	1048	128.3368061	36.39003642	62.18973319	48.43849799	41.0409283	291	80.57691304	999.0851815	544	519	383	1397	189.8205438	81.86212631	100.2224993	165	84.01589812	122.475811	70.63383557	54.70863071	77.26681	146.7366855	181.7625283	81.41723126	118.1122918	77.96359926	159.0597243	167.3190072	61.24272829	481	55.42012486	65.28045767	54.67938803	67.38509281	927	1241.626611	238.6596297	126.985657	133.4395021	606.6603056	170.0663636	155.3800219	448	366	118.7524432	1159	576	102	1721	1502	82.95921565	105.0067244	57.86456461	133.9734772	15.76434687	81.21366883	56.46995124	910	1303	78.7402435	111	520	392	2072	259	44.94769474	62.60015451	372.7674386	58.03999255	50	301	95.80572927	599	1070	148.440071	53.86228679	65	41.5388755	346.900243	1147	120	1118.666082	71	253.1493198	111	84.57758861	184.5809179	122	446.0133698
C02997_N-Acetylhistidine	15.58021217	19.04527317	12.8923097	6.25292259	11.12059073	49.19002574	8.7	38.01562217	71.30271996	14.36784641	17.62979184	19.50729527	7.9	12.0304618	5.1761209032	37	9.2	5.1761209032	19	8.898041721	16.74236157	21.26870873	88	9.671796507	10.76386228	35.66245294	11.08230932	41.75991218	21.62814547	38.00097218	7.496625095	26.30605353	8.400547394	62.6296908	23.9994277	12.82323522	52	8.679670196	5.751245448	16.44236243	12.00625581	185	8.451984792	8.03584433	17.43170555	14.77453643	29.61009089	9.301167123	6.890799901	26	35	28.35967587	53	32	5.1761209032	16	22	37.93857368	12.26125381	12.67315157	8.319828067	6.059702481	20.81387912	35.36351583	18	45	5.867521508	5.1761209032	26	5.1761209032	40	12	9.745084782	13.17710359	41.65748399	29.75091259	35	12	17.95485684	25	21	7.936389718	13.32050398	5.1761209032	5.1761209032	11.78365843	5.1761209032	5.1761209032	14.70537727	17	57.18944008	14	17.28387496	8.730583013	8.9	21.57684645
C03139_Guanidinosuccinate	17.69920377	10.80957162	15.89694258	22.24220172	5.348625821	17.46651882	41	20.69476951	5.356391492	3.2658003801	8.663581898	3.2658003801	24	22.77570643	15.98106098	18	35	8.6	28	8.99903513	4.874932534	3.2658003801	409	3.2658003801	6.290536709	10.51197287	6.995476891	12.05118937	10.40407175	20.90194914	3.2658003801	15.61811852	8.540758889	21.15608007	22.59979203	3.628667089	58	3.2658003801	11.09572267	15.74607395	16.32172179	72	11.07117616	14.7896337	21.49769573	4.365235564	155.1620752	17.30377233	14.37410464	3.2658003801	46	16.37019005	3.2658003801	3.2658003801	20	3.2658003801	3.2658003801	105.3360283	19.66846215	44.71617354	19.2478246	3.2658003801	18.36438487	10.03980681	3.2658003801	78	9.985808101	7.9	24	37	3.2658003801	3.2658003801	3.2658003801	7.900605064	3.2658003801	5.129416375	16	3.2658003801	19.13569701	3.2658003801	3.2658003801	20.48993821	6.443815959	25	32.93546569	11.14505817	3.2658003801	3.2658003801	14.42116028	12	13.4897371	3.2658003801	30.13976406	17.84479426	32	5.644215766
C03264_2-Hydroxy-4-methylpentanoate	6.9789764394	6.9789764394	6.9789764394	6.9789764394	243.3520536	6.9789764394	2939	583.2975008	6.9789764394	6.9789764394	6.9789764394	108.6179112	1461	6.9789764394	67.87787081	5145	3187	6.9789764394	697	566.8650772	6.9789764394	6.9789764394	1649	6.9789764394	6.9789764394	379.0933156	6.9789764394	87.49114	142.0546579	586.4734783	7.754418266	6.9789764394	36.55793179	6.9789764394	6.9789764394	6.9789764394	709	6.9789764394	6.9789764394	52.03028456	6.9789764394	385	1053.691579	6.9789764394	6.9789764394	6.9789764394	338.7490033	74.69368073	6.9789764394	2614	2743	108.6807737	805	96	81	1016	1467	6.9789764394	6.9789764394	6.9789764394	40.46345136	6.9789764394	6.9789764394	27.91250776	686	9497	6.9789764394	6.9789764394	1848	425	4545	2184	6.9789764394	6.9789764394	139.2884716	76.63105794	124	692	6.9789764394	212	1105	85.12915492	6.9789764394	6.9789764394	6.9789764394	150.9005882	204	70	216.0530384	6.9789764394	160.2623027	6.9789764394	6.9789764394	118.0790984	28	228.3203705
C03283_2,4-Diaminobutyrate	4.880877847	2.1485783628	2.1485783628	2.1485783628	2.1485783628	2.1485783628	2.1485783628	2.1485783628	2.1485783628	39.33764699	2.673439869	2.1485783628	2.1485783628	6.689669669	2.1485783628	2.1485783628	2.1485783628	2.1485783628	17	2.1485783628	2.1485783628	97.87681018	2.1485783628	2.1485783628	5.99309991	2.1485783628	65.15549485	2.1485783628	5.013707902	21.09972902	2.1485783628	46.56562114	2.1485783628	2.1485783628	2.387309292	2.1485783628	24	2.1485783628	12.48779156	2.1485783628	2.1485783628	2.1485783628	2.1485783628	2.1485783628	6.059990165	73.18140996	2.1485783628	16.65835043	8.439248872	23	2.1485783628	7.274189173	2.1485783628	2.1485783628	2.1485783628	2.1485783628	2.1485783628	10.86407346	2.1485783628	6.118595893	2.1485783628	11.10151788	2.1485783628	2.1485783628	2.1485783628	2.1485783628	2.1485783628	2.1485783628	2.1485783628	2.1485783628	2.1485783628	2.1485783628	23.49888712	2.1485783628	8.738909553	2.1485783628	2.1485783628	2.1485783628	27.43670456	2.1485783628	2.1485783628	9.157676375	2.1485783628	2.1485783628	2.1485783628	2.1485783628	2.1485783628	2.1485783628	2.1485783628	2.1485783628	2.1485783628	2.1485783628	11.56488401	2.1485783628	2.1485783628	2.1485783628
C03406_Argininosuccinate	26.10783997	7.0911464661	37.03303298	14.08409345	49.57384446	37.20951553	7.0911464661	20.39277561	23.57653003	8.858597378	10.10693751	19.67681302	7.0911464661	29.13881745	19.03895783	7.0911464661	7.0911464661	7.0911464661	7.0911464661	24.81633862	7.0911464661	20.1629843	191	16.30694834	14.43648511	7.0911464661	7.879051629	143.6412717	7.0911464661	19.70188498	8.889503443	11.86182291	16.36760781	7.0911464661	7.0911464661	16.82071678	7.0911464661	7.0911464661	12.98628494	7.0911464661	7.0911464661	7.0911464661	35.35802907	24.59022623	17.77100789	9.842305356	78.47672505	36.39616627	11.31558577	7.0911464661	14	11.17862827	8.6	40	7.0911464661	7.0911464661	7.0911464661	24.65693372	17.30407082	11.14590462	7.0911464661	9.967012888	18.56218067	75.77226939	7.0911464661	7.0911464661	19.3313847	7.0911464661	7.0911464661	7.0911464661	13	21	7.0911464661	38.5335396	69.51895784	7.0911464661	7.0911464661	13	7.0911464661	7.0911464661	7.0911464661	25.19297535	7.0911464661	7.0911464661	20.99847928	20.68933859	29	7.0911464661	25.73698755	7.0911464661	34.16203584	7.0911464661	29.13537456	24.285325	12	18.98710847
C03413_N1,N12-Diacetylspermine	20.74849405	12.96759668	4.612861569	12.00059521	7.206180647	47.83668998	4.9	6.14559774	8.711115715	0.5360767078	10.980026	4.113887439	0.48246903702	19.06301551	1.220603661	5.7	4.6	5.2	9.3	2.052912117	0.48246903702	16.19186052	0.48246903702	0.48246903702	10.794355	77.09539825	7.879927979	11.97431691	16.9117417	21.13199452	5.119430815	5.70540649	4.397237642	64.66384178	33.84209179	64.94853798	10	0.48246903702	1.773737952	26.57125311	14.90047898	4.1	3.404487466	2.054268113	89.77884151	1.661355337	11.47133262	21.3204169	1.991405023	0.48246903702	0.48246903702	51.3192556	44	17	0.48246903702	0.48246903702	5.2	6.893563386	2.518317491	0.8682009952	11.78462973	0.48246903702	1.574515452	21.36304401	0.48246903702	19	1.698514856	2.4	0.48246903702	0.48246903702	16	25	3.86718681	26.00176568	57.60488545	22.88210658	6.4	0.48246903702	0.48246903702	2.2	3.4	4.964262546	8.719260649	7.3	0.48246903702	4.81362639	8.1	1.4	31.55575177	44	17.0756791	0.48246903702	0.6729622999	1.296565546	9.3	4.000532687
C03626_ADMA	41.82347205	10.69439296	68.01903792	19.90475098	127.734755	18.55968652	32	39.11478563	81.14419288	6.42311104	24.90308599	29.02423702	4.7536226298	40.42411243	15.8880994	38	19	14	15	15.63945621	4.7536226298	17.54589991	536	4.7536226298	12.39052203	18.5348544	19.98077098	33.35190999	29.79216371	33.18601733	12.41325986	51.14805625	74.11338177	53.35313295	4.7536226298	17.06526819	18	4.7536226298	17.98819634	35.71607042	24.74329652	55	71.42119115	5.281802922	19.21389163	8.324057577	148.4962931	27.21500481	4.7536226298	41	21	30.4609987	41	58	4.7536226298	23	4.7536226298	75.96917719	16.36392744	4.7536226298	4.7536226298	4.7536226298	51.58283883	54.97213862	4.7536226298	54	21.37580202	16	16	4.7536226298	128	4.7536226298	19.43346903	20.88658775	50.99717617	21.97407136	14	4.7536226298	11.60790911	4.7536226298	31	22.22302457	14.40869209	4.7536226298	17.73810375	4.7536226298	72	14	24.08159176	7.8	57.35722602	4.7536226298	23.44158875	17.2876279	4.7536226298	61.86655069
C03761_3-Hydroxy-3-methylglutarate	94.40632828	6.8441028201	6.8441028201	64.6014311	128.1505006	1552.328377	6.8441028201	85.64071809	6.8441028201	6.8441028201	6.8441028201	6.8441028201	111	135.3357495	6.8441028201	64	51	6.8441028201	6.8441028201	6.8441028201	17.9272393	6.8441028201	681	6.8441028201	6.8441028201	6.8441028201	6.8441028201	248.0454849	107.9650272	148.5698116	6.8441028201	6.8441028201	82.52292066	6.8441028201	6.8441028201	118.7697556	42	6.8441028201	6.8441028201	179.7600186	6.8441028201	6.8441028201	6.8441028201	6.8441028201	6.8441028201	12.41404886	6.8441028201	14.75108248	11.58981476	6.8441028201	6.8441028201	6.8441028201	6.8441028201	163	6.8441028201	6.8441028201	253	60.71089533	17.04600934	20.84608056	25.54510049	33.17701482	53.26526231	54.95726779	6.8441028201	6.8441028201	6.8441028201	6.8441028201	6.8441028201	6.8441028201	6.8441028201	6.8441028201	6.8441028201	18.54953837	38.19704329	102.4764748	6.8441028201	6.8441028201	38.30194874	6.8441028201	6.8441028201	6.8441028201	6.8441028201	6.8441028201	36.54066592	6.8441028201	6.8441028201	6.8441028201	7.604558689	6.8441028201	6.8441028201	6.8441028201	6.8441028201	25.18686303	6.8441028201	39.20332458
C03793_N6,N6,N6-Trimethyllysine	35.86906787	152.5263569	48.72412347	719.0296422	80.00018291	1151.123097	55	531.0486855	65.66865826	22.53310257	162.6325376	495.2615296	29	924.709986	19.72408982	91	49	21	20	57.93800237	6.619419616	12.95195081	634	7.079309822	122.0556023	90.98996905	199.3400199	22.62346648	15.95596401	69.7863857	17.89739456	38.8438797	30.92807548	407.8449283	162.9437269	673.4249705	88	6.318488298	12.67002012	190.7892217	286.5506868	99	89.44260782	13.05105164	13.23549458	8.439684106	168.3627085	28.46606389	6.879998569	98	24	23.07717613	200	414	31	43	82	74.63414578	21.11975621	8.496029272	7.554804862	26.19499334	28.16666903	1500.745548	24	160	46.31456296	26	5.4	10	248	48	3.528858249	89.12282389	552.8574882	475.6330595	40	39	29.33570969	17	22	47.96876171	22.27777296	40	29.95595979	379.0202392	85	18	456.8962208	37	445.3384674	25	39.22059763	3.1759724241	35	355.7786487
C04483_DCA	2746.143771	1557.337397	4964.513829	1606.314591	512.8955752	1064.577835	1292	378.6516407	1032.83495	808.0155686	1275.871252	682.8826047	4638	1045.53002	96.80921602	1217	4927	893	1807	783.8949926	1994.228992	3565.807012	6.6833423901	5047.807775	2890.816909	896.0849575	886.7689816	768.3256644	793.7716669	3197.394431	2765.682354	3065.343206	479.3818903	6452.371372	4870.696934	661.9812794	5271	1022.314439	28.27898488	1422.240461	846.626751	10931	1818.05549	1213.274936	1420.736546	2918.578292	2489.081357	3371.450544	600.5229751	5857	2652	525.8682444	382	638	2028	12513	6.6833423901	861.2321395	3604.935266	10.29707123	981.9546309	3347.498875	795.0270678	444.4588443	6775	6827	4174.092932	2793	6000	6685	23903	724	2692.951586	867.4390021	1267.810106	155.0356054	850	5674	2176.759726	2554	2355	7.425935989	27.58304366	2896	1114.144776	4644.493272	2400	1344	16666.53518	1707	1122.332591	3770	17.07179248	3719.0077	2784	2448.408013
C04501_N-Acetylglucosamine 1-phosphate	85.26677771	12.354412275	133.4615543	78.73177175	13.72712475	12.354412275	50	12.354412275	12.354412275	65.77661617	53.90609671	51.15076533	12.354412275	119.9090036	12.354412275	128	12.354412275	12.354412275	12.354412275	22.23224687	62.2233197	107.4532213	12.354412275	64.37950388	158.8457715	169.9230517	46.71896641	116.5991548	68.28796918	75.28565298	12.354412275	41.33283733	12.354412275	147.5806447	40.03731712	12.354412275	12.354412275	29.48549753	136.5283981	35.24782043	42.86796681	12.354412275	84.30297878	42.93029664	65.75337344	32.87050647	221.1389577	65.68420768	114.0531401	12.354412275	12.354412275	28.06308061	12.354412275	12.354412275	12.354412275	12.354412275	12.354412275	132.8029827	37.73676889	59.6185385	12.354412275	12.354412275	57.84156413	48.78846897	12.354412275	206	69.23915088	12.354412275	12.354412275	12.354412275	12.354412275	89	51.14217674	84.75077771	111.1457716	65.99182905	12.354412275	12.354412275	50.67941992	12.354412275	12.354412275	80.38507345	56.22383298	12.354412275	230.7503044	50.91357851	12.354412275	12.354412275	79.69400781	12.354412275	71.89274165	48	58.23702158	17.43276181	48	63.59610193
C05122_Taurocholate	160.4720062	9.925427916	328.7525342	397.5705499	845.821679	106.3674826	9.925427916	183.306752	9.925427916	9.925427916	118.7084993	583.5702045	9.925427916	305.6229132	4643.58379	9.925427916	9.925427916	50	9.925427916	346.4075901	9.925427916	19.84417557	9.925427916	9.925427916	944.3138014	9.925427916	9.925427916	9.925427916	43.22649406	9.925427916	9.925427916	116.7885121	379.8371292	2696.997274	14.20993732	220.0756576	9.925427916	15.2068414	179.9591371	285.8419694	11.02825324	1245	9.925427916	81.26785964	167.8161334	60.28427695	6339.670628	52.19674783	404.7732657	9.925427916	9.925427916	9.925427916	9.925427916	145	9.925427916	9.925427916	9.925427916	155.9971558	9.925427916	9.925427916	9.925427916	9.925427916	9.925427916	9.925427916	9.925427916	9.925427916	44.51431832	328	9.925427916	9.925427916	475	45	293.3211661	661.9851404	599.9992612	1144.091743	9.925427916	9.925427916	636.4127063	9.925427916	9.925427916	28.69676554	9.925427916	9.925427916	415.5353218	9695.268017	11992	3400	3828.808726	9.925427916	105.7850022	9.925427916	76.17690389	3280.343671	9.925427916	2571.703409
C05123_Isethionate	26.946012735	26.946012735	26.946012735	297.5189297	26.946012735	1251.242993	26.946012735	105.7154087	604.5964244	26.946012735	26.946012735	26.946012735	26.946012735	26.946012735	26.946012735	26.946012735	26.946012735	26.946012735	26.946012735	146.3386663	26.946012735	26.946012735	2821	26.946012735	26.946012735	26.946012735	26.946012735	26.946012735	130.2721591	26.946012735	26.946012735	180.6716334	26.946012735	26.946012735	26.946012735	26.946012735	26.946012735	26.946012735	373.0450432	26.946012735	26.946012735	26.946012735	26.946012735	328.2719155	26.946012735	26.946012735	1122.334235	26.946012735	135.342325	26.946012735	26.946012735	26.946012735	3142	26.946012735	26.946012735	26.946012735	26.946012735	235.0448565	26.946012735	26.946012735	26.946012735	26.946012735	26.946012735	522.7532624	26.946012735	26.946012735	26.946012735	26.946012735	26.946012735	26.946012735	276	306	26.946012735	26.946012735	26.946012735	87.73508693	327	26.946012735	29.94001415	26.946012735	26.946012735	26.946012735	26.946012735	26.946012735	45.40298908	26.946012735	26.946012735	26.946012735	70.28543227	26.946012735	60.63267467	26.946012735	253.0335286	324.7714163	26.946012735	26.946012735
C05127_1-Methylhistamine	95.83724878	1.44	1.44	1.44	77.30426385	8.366920008	66	1.44	32.27103886	7.873835442	4.511010514	2.189544814	1.44	5.022126753	1.44	24	19	9.5	9.2	6.248578297	2.036388761	1.908335178	5.6	4.742650549	13.52407236	75.46937661	22.71827336	16.44927895	26.06226848	8.900835823	130.0911208	7.058915271	1.44	27.23194029	7.326761367	4.682072714	7.2	1.44	8.67170471	6.748581815	19.70469223	9.9	17.53950801	1.44	1.44	23.85430046	9.494639666	13.75496328	8.932052089	5.9	5.7	7.372050792	4.7	16	1.6	6.9	1.9	18.3919128	1.44	1.751378773	1.60557118	36.9530113	12.41531217	14.81622026	1.44	2.1	16.90731024	1.44	52	3.5	1.44	16	5.878404807	7.425807496	10.15240988	54.66176564	1.44	2.6	13.47963377	20	1.44	3.165886214	127.4316188	46	1.44	8.962616913	1.44	1.44	68.9900459	8.8	7.693130107	2.2	5.457444906	9.066399643	91	21.27452392
C05135_4-(beta-Acetylaminoethyl)imidazole	323.0392904	12.23638782	6.019538569	6.721872433	249.2945907	26.16051038	167	5.461400299	73.0564942	6.276557404	41.29674487	6.279670904	16	26.9773334	2.433955518	163	144	92	171	13.48062758	2.1905599662	8.78787793	2.1905599662	13.90167833	10.80462601	113.6138788	53.24043514	56.70791236	41.65848487	70.88194965	309.4460965	36.24885989	14.97300313	169.0515706	85.63562949	31.5694357	43	2.1905599662	116.6348474	2.1905599662	96.23495238	30	77.18862155	20.7983945	77.29299495	2.1905599662	12.71938925	23.86650071	64.43040458	40	54	21.48950855	67	59	12	177	34	56.36873667	10.07463693	15.60134781	86.05392843	88.73853889	155.836182	47.77751885	2.1905599662	2.1905599662	24.98185093	2.1905599662	232	24	2.1905599662	184	2.1905599662	52.71872245	50.58903857	154.3478883	50	18	2.1905599662	184	21	6.712045822	83.57813856	57	5.989585458	9.005237313	2.1905599662	31	970.0831201	355	13.298944	25	33.71238118	146.9807989	64	66.13937764
C05145_3-Aminoisobutyrate	277.9648935	198.5977636	276.5643551	16.15166562	110.3064465	121.0948829	24	27.72096156	235.2575235	6.637645934	34.81554646	10.5564543	848	204.9654329	15.57091786	55	55	15	19	123.7300231	6.124408055	3.920173767	3.920173767	7.889454832	17.96551176	52.78077659	8.472951878	99.77690181	20.07062626	104.3720969	11.77442073	38.2545008	131.4266189	260.0669795	341.8092785	301.4618385	75	3.920173767	18.97860139	106.7290375	3.920173767	111	65.30803751	51.71444122	18.16383499	14.32983563	247.6330916	35.13676949	35.90279925	78	59	78.50721083	63	32	15	83	98	1065.351634	7.808375719	3.920173767	413.3108745	19.01532198	12.98093847	209.3817042	162	100	78.99744676	22	326	110	1487	131	4.35574863	13.10097484	99.60994439	93.4209933	17	67	3.920173767	122	91	47.75016696	3.920173767	3.920173767	84.25528372	24.57702249	69	21	76.21575244	11	159.9046399	3.920173767	151.9753446	63.02085704	3.920173767	56.51415622
