	10025.Healthy	10036.Healthy	10037.Healthy	10048.Healthy	10058.Healthy	10060.Healthy	10064.Gastrectomy	10080.Healthy	10100.Healthy	10105.Healthy	10106.Healthy	10107.Healthy	10112.Gastrectomy	10114.Healthy	10132.Healthy	10156.Gastrectomy	10166.Gastrectomy	10167.Gastrectomy	10176.Gastrectomy	10183.Healthy	10189.Gastrectomy	10192.Gastrectomy	10197.Healthy	10205.Gastrectomy	10207.Healthy	10208.Healthy	10215.Healthy	10219.Healthy	10226.Healthy	10231.Healthy	10234.Gastrectomy	10244.Healthy	10246.Healthy	10250.Healthy	10257.Gastrectomy	10258.Healthy	10291.Gastrectomy	10297.Gastrectomy	10302.Healthy	10304.Healthy	10317.Healthy	10319.Gastrectomy	10321.Gastrectomy	10340.Healthy	10341.Healthy	10342.Gastrectomy	10354.Healthy	10355.Gastrectomy	10357.Healthy	10360.Gastrectomy	10369.Gastrectomy	10378.Healthy	10395.Gastrectomy	10423.Gastrectomy	10433.Gastrectomy	10451.Gastrectomy	10457.Gastrectomy	10463.Healthy	10465.Healthy	10486.Healthy	10487.Healthy	10501.Gastrectomy	10519.Healthy	10537.Healthy	10538.Gastrectomy	10540.Gastrectomy	10543.Healthy	10554.Gastrectomy	10558.Gastrectomy	10563.Gastrectomy	10599.Gastrectomy	10623.Gastrectomy	10632.Healthy	10647.Healthy	10657.Healthy	10659.Healthy	10673.Gastrectomy	10680.Gastrectomy	10684.Healthy	10690.Gastrectomy	10696.Gastrectomy	10698.Healthy	10701.Healthy	10703.Gastrectomy	10733.Healthy	10741.Healthy	10742.Gastrectomy	10751.Gastrectomy	10776.Healthy	10782.Gastrectomy	10784.Healthy	10791.Gastrectomy	10794.Healthy	10807.Healthy	10810.Gastrectomy	10850.Healthy
-_2-Hydroxyoctanoate	380.3941307	35.201613672	35.201613672	487.2631148	412.365696	3202.598987	35.201613672	56.68669131	1210.109948	35.201613672	35.201613672	56.00728982	35.201613672	39.11290408	35.201613672	35.201613672	35.201613672	35.201613672	35.201613672	140.6193149	35.201613672	53.9149711	35.201613672	35.201613672	35.201613672	35.201613672	35.201613672	35.201613672	35.201613672	35.201613672	40.22098051	47.80213839	35.201613672	506.6857088	1116.250403	340.7103603	35.201613672	35.201613672	35.201613672	35.201613672	35.201613672	35.201613672	66.29675686	127.753466	1880.348593	35.201613672	35.201613672	35.201613672	35.201613672	35.201613672	35.201613672	267.9803783	35.201613672	35.201613672	35.201613672	35.201613672	35.201613672	35.201613672	35.201613672	35.201613672	85.81092324	35.201613672	35.201613672	41.53277391	35.201613672	35.201613672	35.201613672	35.201613672	35.201613672	35.201613672	35.201613672	35.201613672	35.201613672	35.201613672	35.201613672	893.2813572	35.201613672	35.201613672	35.201613672	35.201613672	35.201613672	194.4210012	35.201613672	35.201613672	35.201613672	35.201613672	35.201613672	35.201613672	35.201613672	35.201613672	82.76926376	35.201613672	35.201613672	35.201613672	35.201613672	35.201613672
-_2-Hydroxypentanoate	43.010870247	43.010870247	43.010870247	43.010870247	146.1915483	473.1221531	43.010870247	1353.787931	43.010870247	43.010870247	43.010870247	448.537759	43.010870247	142.4524069	390.2881811	43.010870247	43.010870247	43.010870247	43.010870247	1499.633917	43.010870247	43.010870247	43.010870247	86.05445863	43.010870247	43.010870247	43.010870247	43.010870247	43.010870247	2108.900658	43.010870247	43.010870247	464.1633887	43.010870247	43.010870247	43.010870247	43.010870247	43.010870247	43.010870247	43.010870247	43.010870247	43.010870247	2073.115692	43.010870247	43.010870247	112.4510663	544.1856162	404.338829	43.010870247	43.010870247	43.010870247	306.4720904	453	43.010870247	43.010870247	43.010870247	43.010870247	411.8672546	152.7124379	64.23157975	159.9912518	87.61081366	151.4363822	97.50177589	43.010870247	43.010870247	43.010870247	43.010870247	43.010870247	43.010870247	43.010870247	43.010870247	43.010870247	43.010870247	778.8629371	420.3489488	43.010870247	43.010870247	47.78985583	43.010870247	43.010870247	226.7938449	43.010870247	43.010870247	147.2979584	281.9629939	43.010870247	43.010870247	544.6068222	43.010870247	378.2403465	43.010870247	241.3512992	170.0794858	43.010870247	574.1113409
-_N-Acetylvaline	24.41183504	3.6715268106	3.6715268106	4.479186019	3.6715268106	3.6715268106	40	37.81852887	28.04567469	4.421511253	3.6715268106	3.6715268106	3.6715268106	3.6715268106	3.6715268106	3.6715268106	3.6715268106	46	92	17.60649174	3.6715268106	4.079474234	63	3.6715268106	3.6715268106	43.68642931	3.6715268106	3.6715268106	3.6715268106	53.80198514	3.6715268106	25.47689824	3.6715268106	16.73940888	27.15065357	3.6715268106	150	3.6715268106	3.6715268106	29.24004726	3.6715268106	584	28.57428912	3.6715268106	12.24202363	3.6715268106	38.39150449	26.35006884	10.36874587	81	175	3.6715268106	467	30	3.6715268106	86	66	22.42216191	17.02459524	3.6715268106	3.6715268106	21.81584256	20.45430387	24.06369133	157	31	3.6715268106	36	50	65	24	3.6715268106	85.20744786	3.6715268106	21.29740319	41.10455358	157	257	3.6715268106	38	71	30.15258198	16.3708773	3.6715268106	3.6715268106	3.6715268106	3.6715268106	3.6715268106	41.53870851	3.6715268106	54.41235347	3.6715268106	4.989757195	3.6715268106	3.6715268106	15.12655432
-_N1,N8-Diacetylspermidine	34.86104555	80.68888372	13.83169386	25.6058831	40.37111949	64.69726254	10	24.07508852	32.38926488	3.53225121	67.46051815	10.68483028	0.126	25.41250163	4.274717553	19	31	6.7	29	9.870712676	3.675947639	30.2020046	9	7.348947043	17.97357415	62.81250413	15.84997628	24.27160664	9.907435163	49.27805519	71.03654022	17.7325435	12.53491605	92.92826252	165.219737	84.7758316	6.4	4.139030857	5.318136813	76.19956458	48.48601631	3.7	12.39881074	3.348294502	5.516899259	3.347404907	29.71061286	31.31176715	9.376515419	5.3	5.1	71.09131342	40	80	0.126	4.4	105	25.33838937	9.257348617	4.268891131	68.96557551	2.729143381	15.66813198	97.53002635	20	10	9.744906776	0.126	4.8	0.126	14	84	8.83971676	10.7168415	153.3103862	77.92364725	0.14	17	6.948383133	5.8	13	33.14540177	4.268936026	51	4.252271435	4.82843654	6.6	2.6	49.50586972	12	32.8700316	0.126	7.004610936	38.63339957	0.31	8.4488494
-_Ophthalmate	1.9496655387	1.9496655387	26.54094091	6.948081227	1.9496655387	52.61041522	1.9496655387	34.25404584	55.54757003	1.9496655387	1.9496655387	32.56872561	1.9496655387	1.9496655387	1.9496655387	1.9496655387	1.9496655387	1.9496655387	1.9496655387	12.05401703	2.166295043	1.9496655387	86	1.9496655387	1.9496655387	1.9496655387	1.9496655387	1.9496655387	9.66495857	1.9496655387	1.9496655387	2.979779575	10.47806401	1.9496655387	1.9496655387	1.9496655387	1.9496655387	1.9496655387	1.9496655387	51.34524994	1.9496655387	1.9496655387	42.73840738	51.57600356	1.9496655387	1.9496655387	35.73762887	1.9496655387	1.9496655387	1.9496655387	1.9496655387	15.58828648	50	696	1.9496655387	1.9496655387	1.9496655387	68.43880867	1.9496655387	1.9496655387	1.9496655387	1.9496655387	1.9496655387	79.88958404	1.9496655387	13	5.2629543	1.9496655387	1.9496655387	1.9496655387	18	1.9496655387	1.9496655387	24.80245064	1.9496655387	14.6007727	1.9496655387	1.9496655387	1.9496655387	1.9496655387	1.9496655387	7.943687914	3.557204011	1.9496655387	1.9496655387	70.45951971	10	1.9496655387	1.9496655387	1.9496655387	289.3217305	1.9496655387	4.889060538	10.78634007	1.9496655387	93.08235809
-_SDMA	34.83186131	20.67560963	30.6026896	39.49699545	30.04292654	36.98484525	26	21.43213665	30.7992799	3.041098775	14.11749733	13.5119097	2.2967372745	26.31533068	4.307045989	13	11	2.2967372745	2.2967372745	22.91743526	2.2967372745	2.2967372745	787	2.2967372745	22.23961217	14.97563217	18.79348663	25.48099733	7.584125059	14.72548669	25.74492792	7.440366702	19.80416346	129.8721125	2.2967372745	28.03492058	13	2.2967372745	2.2967372745	20.70390994	2.2967372745	30	18.97373287	14.75547578	31.61074935	2.551930305	145.0620842	29.00906285	2.2967372745	2.2967372745	2.2967372745	18.60107414	2.2967372745	28	2.2967372745	2.2967372745	28	109.1646468	5.536090814	2.2967372745	2.2967372745	2.2967372745	2.2967372745	36.34774017	2.2967372745	19	12.52344196	2.2967372745	23	2.2967372745	78	20	2.2967372745	27.98852211	39.83347259	21.99363389	2.2967372745	2.2967372745	2.2967372745	2.2967372745	2.2967372745	20.33729435	5.234838719	2.2967372745	10.55992649	18.72220226	2.2967372745	2.2967372745	21.68647024	35	20.3453298	2.2967372745	47.31368642	15.92014014	32	16.53367384
C00003_NAD+	794.8929395	351.0698711	1204.83242	475.8053535	365.9533909	320.2428822	59.991097923	90.98245608	517.0860993	379.5622074	306.0859507	166.2281819	59.991097923	472.9881099	59.991097923	59.991097923	59.991097923	59.991097923	59.991097923	340.6694706	202.8274264	676.0575026	59.991097923	66.65677547	488.6720592	482.156976	531.593324	59.991097923	745.410904	59.991097923	59.991097923	505.8953035	449.657462	76.98564256	322.8282614	377.1580031	59.991097923	59.991097923	499.5137623	59.991097923	59.991097923	59.991097923	161.5001202	292.5095389	59.991097923	694.8649319	59.991097923	525.3371742	59.991097923	59.991097923	59.991097923	447.5793102	59.991097923	59.991097923	59.991097923	59.991097923	59.991097923	367.1213946	510.9808095	478.8621832	59.991097923	277.1065971	552.1010507	280.6012541	59.991097923	59.991097923	473.6051387	59.991097923	59.991097923	59.991097923	59.991097923	804	264.7703757	507.0240649	658.2344023	418.2902413	59.991097923	59.991097923	402.789023	59.991097923	59.991097923	617.1910671	364.0050458	409	448.797404	70.21709149	59.991097923	59.991097923	75.51805529	617	386.5660079	552	293.6477934	146.5151492	695	149.4946721
C00008_ADP	40.38380148	17.450344854	152.1871879	17.450344854	17.450344854	17.450344854	17.450344854	17.450344854	34.58782359	17.450344854	17.450344854	17.450344854	17.450344854	17.450344854	17.450344854	17.450344854	17.450344854	17.450344854	17.450344854	24.43878868	17.450344854	38.48626198	17.450344854	17.450344854	17.450344854	85.95186186	17.450344854	125.5091613	27.62593354	50.95997381	17.450344854	24.53459024	17.450344854	17.450344854	17.450344854	17.450344854	17.450344854	17.450344854	17.450344854	17.450344854	75.43955863	17.450344854	112.5540643	38.8611845	17.450344854	17.450344854	17.450344854	17.450344854	17.450344854	17.450344854	17.450344854	29.06107837	17.450344854	17.450344854	17.450344854	17.450344854	17.450344854	77.46879411	19.38927206	17.450344854	17.450344854	17.450344854	25.54253262	30.91493221	17.450344854	17.450344854	25.66611648	17.450344854	17.450344854	17.450344854	17.450344854	17.450344854	30.08984398	40.75764579	57.67803061	49.23107372	17.450344854	17.450344854	17.450344854	17.450344854	17.450344854	34.08901448	44.46210872	17.450344854	56.0936259	26.94818328	17.450344854	17.450344854	17.450344854	17.450344854	109.2676096	17.450344854	22.34060686	36.47811843	17.450344854	26.04086857
C00019_SAM+	84.62984126	28.23351378	56.43292262	28.99595752	30.07807729	34.12034273	3.5576406657	7.106866424	54.97568269	15.20388809	25.38938451	11.71896642	3.5576406657	52.25462111	5.424222355	3.5576406657	3.5576406657	3.5576406657	3.5576406657	24.60600772	12.75413744	87.98517579	3.5576406657	5.730376589	49.36713738	55.17040582	11.82994544	27.15245813	54.53603878	99.2173391	31.63714343	75.79416686	59.35029518	52.63525453	32.21787354	62.00268608	10	9.376807704	53.93439681	55.42053132	124.099251	3.5576406657	12.09201496	41.45296742	41.7079587	47.52011496	25.76614726	85.31438837	20.80100425	3.5576406657	3.5576406657	90.13430897	3.5576406657	3.5576406657	3.5576406657	3.5576406657	3.5576406657	40.22849354	28.55127701	41.53502892	12.56723162	23.87648152	48.04718735	62.36821147	3.5576406657	3.5576406657	36.34112068	7.4	3.5576406657	3.5576406657	3.5576406657	51	18.03340793	50.38993667	37.90475553	31.53981489	8.1	3.5576406657	32.49291914	3.5576406657	3.5576406657	47.19171432	33.65778818	27	26.64091674	13.84731942	9.9	3.5576406657	14.88837919	3.5576406657	177.2281299	15	29.35523306	3.952934073	22	17.08423663
C00020_AMP	91.70595068	81.81852668	191.6854977	105.0012555	42.82194269	20.411173179	20.411173179	20.411173179	20.411173179	91.79526873	80.23038293	20.411173179	20.411173179	74.53831486	20.411173179	20.411173179	20.411173179	20.411173179	20.411173179	38.53598005	52.06500294	152.3575102	20.411173179	23.39955524	117.7180027	132.7941239	181.0045878	105.9904229	99.22920303	127.1761791	64.87799382	70.48569171	20.411173179	127.2209084	58.10432779	22.67908131	20.411173179	35.74441378	109.2401047	42.18298628	147.7850914	20.411173179	600.2689257	122.5012522	85.07654839	64.22660063	119.0719846	138.4778385	99.48475343	20.411173179	20.411173179	111.9372211	20.411173179	20.411173179	20.411173179	20.411173179	20.411173179	131.5392396	66.02803116	36.80169653	20.411173179	41.63945404	78.52116847	57.76186062	20.411173179	20.411173179	76.37864644	20.411173179	20.411173179	20.411173179	20.411173179	354	111.5603089	79.53916179	117.6694229	139.8039609	20.411173179	20.411173179	119.4757898	20.411173179	20.411173179	164.7562739	74.81750599	20.411173179	165.6304641	20.411173179	20.411173179	20.411173179	124.824881	194	72.60386412	86	78.94078513	60.06935743	150	77.36186455
C00024_Acetyl CoA	90.17670459	8.7911745228	78.5988589	36.80619315	8.7911745228	8.7911745228	8.7911745228	8.7911745228	86.10752007	8.7911745228	8.7911745228	8.7911745228	8.7911745228	16.78015431	8.7911745228	8.7911745228	8.7911745228	8.7911745228	8.7911745228	41.73088775	8.7911745228	95.50933786	8.7911745228	8.7911745228	109.094709	105.0352427	42.72624791	166.7633223	89.72504856	99.66728908	8.7911745228	8.7911745228	8.7911745228	24.54433609	8.7911745228	20.72227497	8.7911745228	8.7911745228	46.96865761	46.18541977	120.1401428	8.7911745228	8.7911745228	8.7911745228	8.7911745228	8.7911745228	8.7911745228	8.7911745228	8.7911745228	8.7911745228	8.7911745228	82.39138444	8.7911745228	8.7911745228	8.7911745228	8.7911745228	8.7911745228	97.71053807	29.62104163	8.7911745228	8.7911745228	8.7911745228	78.39199688	72.8555317	8.7911745228	8.7911745228	17.93211766	8.7911745228	8.7911745228	8.7911745228	8.7911745228	8.7911745228	15.44070027	54.85035736	79.15714855	71.98226789	8.7911745228	8.7911745228	8.7911745228	8.7911745228	8.7911745228	44.90822661	17.70529671	8.7911745228	22.62194924	8.7911745228	8.7911745228	8.7911745228	8.7911745228	15	157.534861	8.7911745228	8.7911745228	9.767971692	8.7911745228	11.4211438
C00025_Glu	13233.34817	9455.154657	27718.71238	11023.45314	13610.89734	7851.344558	34821	15858.10104	9898.944649	21030.36373	8938.775428	8768.596903	19902	15557.39254	4405.356601	24928	33187	9561	19015	13723.14679	18372.80571	26453.37488	45847	9672.954124	11605.25363	16564.32702	18863.27025	9367.078591	25597.37926	23804.25984	13762.50489	22791.75553	31953.97516	22827.82548	17925.31344	10485.95897	38887	16816.68004	11344.79248	6479.537186	9845.530024	38371	16560.96094	13509.7344	18758.82141	31664.7017	18339.23118	14510.25041	8596.394016	27773	41949	10192.54939	16842	14265	12550	25459	41864	16283.73573	21966.76988	23441.50829	3389.64389	14440.32611	19027.73904	7883.941773	29366	53398	24264.61907	5647	26370	20427	54399	15931	14687.97359	13656.90167	14392.19611	5594.191457	15630	31043	24779.37288	15913	25105	15039.79236	25678.7091	8408	17906.95688	15558.73174	21819	2721	16485.46148	16447	11192.74498	21152	20409.53561	15127.60827	11827	10564.65821
C00029_UDP-glucose	19.172885049	19.172885049	48.47009056	19.172885049	19.172885049	79.93545804	19.172885049	101.3507734	64.51015945	19.172885049	19.172885049	19.172885049	19.172885049	56.84466685	19.172885049	19.172885049	19.172885049	19.172885049	19.172885049	23.27873156	19.172885049	19.172885049	19.172885049	19.172885049	19.172885049	51.22047783	19.172885049	52.06288051	19.172885049	93.90715566	19.172885049	19.172885049	19.172885049	19.172885049	19.172885049	34.97757499	19.172885049	19.172885049	45.44842126	80.09830247	19.172885049	19.172885049	32.55342884	19.172885049	19.172885049	25.84914938	19.172885049	19.172885049	19.172885049	19.172885049	19.172885049	21.30320561	19.172885049	19.172885049	19.172885049	19.172885049	19.172885049	50.04136778	19.172885049	19.172885049	19.172885049	19.172885049	19.172885049	62.07761162	19.172885049	19.172885049	19.172885049	19.172885049	19.172885049	19.172885049	19.172885049	19.172885049	19.172885049	19.172885049	19.172885049	126.1901629	19.172885049	19.172885049	19.172885049	19.172885049	19.172885049	28.94532541	19.172885049	19.172885049	29.82114514	19.172885049	19.172885049	19.172885049	31.29186117	19.172885049	50.74763982	19.172885049	19.172885049	22.9555184	19.172885049	32.985936
C00037_Gly	12647.58746	538.964491	6493.109733	1031.718124	6730.011221	19872.10665	24721	37735.58689	2204.456686	958.6387704	695.6067009	13350.39069	12899	3167.897434	9946.714511	26728	18727	15150	17302	905.9482645	630.1424634	1144.107145	51030	726.308771	1506.029608	1456.847653	872.3790431	13483.159	1569.568697	21027.93998	1135.333835	3477.259175	3021.129674	16455.15454	782.543766	1879.793073	30861	476.5717895	1266.598054	17182.63089	1514.977615	67855	29083.58382	1989.664944	1853.614074	1976.131647	29643.26958	3552.605325	3460.841387	19078	31825	1244.502301	13624	28067	4609	24023	45204	3459.595818	1929.90999	753.4237126	485.0998646	558.4641958	1571.63464	4116.415322	14536	75191	7615.268533	3506	11700	7893	106696	2913	1066.299777	2963.322788	3178.324001	9678.795411	8880	21370	2425.846375	9492	17907	2367.209013	769.5731516	849	880.3355348	40122.60638	49680	9001	29787.22431	1288	11165.85213	1248	1019.298283	1233.376975	1364	9873.640769
C00041_Ala	4712.878007	12733.53519	5494.831715	1310.612598	12100.53127	9872.654217	38961	13589.94811	13464.69205	1043.342694	887.1726864	3654.881094	26895	3921.349278	6681.097084	45131	42371	11665	20855	16161.41547	1147.307399	2447.588593	42718	1601.618188	3277.83184	4400.695491	1967.540919	2998.90866	2943.549261	13148.13276	1202.662761	3523.861752	3338.712105	4610.471782	1929.048881	4343.964159	47378	1069.638053	1589.900063	12721.06571	2272.887267	61507	19000.01751	3687.710432	2060.678107	4244.251152	24252.48181	3421.395692	2191.855289	50533	61735	2409.874967	21356	19170	6596	31797	58388	3170.578529	1593.125572	1559.141945	1197.913076	1091.02931	1834.913053	2643.502083	29100	70386	5255.27741	4194	34636	19442	53158	5284	1330.566603	6861.955367	6227.572407	11307.4931	18320	32236	2820.352939	16917	29484	4517.324581	2102.836438	1705	1471.95478	21923.78736	30184	4488	22679.75291	2177	17974.23694	1675	1365.341739	2183.056369	2936	6449.420147
C00042_Succinate	53982.28467	1708.185571	2708.509655	48792.70377	5509.869101	94496.01254	52973	18895.37925	883.4182428	1163.52459	843.0698766	65508.14455	17721	66384.56901	4185.329902	186519	39404	12654	23158	7652.495965	591.6875242	731.4103237	144164	628.6659695	1965.403016	2914.504583	809.5400396	34632.90871	1135.483642	3865.168219	1748.202923	1278.502578	3865.792171	2096.612073	614.7621458	1171.458414	13303	678.4142268	1763.396227	320.0424551	978.473922	16547	93817.49192	6232.291944	3093.713014	1883.011909	44126.1048	8642.383744	3421.037931	41079	26634	712.6903434	10244	116425	6397	12614	43136	10410.88073	2171.94895	1545.157027	556.6155461	1088.626107	2199.395268	1728.828138	18688	110721	8868.482335	22027	44539	8296	106690	3015	606.2317857	6080.885216	895.6880385	928.6943276	5294	18520	1597.714456	11004	16605	1159.146862	1748.425112	430	84783.56427	23136.93601	51409	9725	24582.84561	3561	44784.46631	3713	2018.89574	11996.20593	2509	54324.27134
C00043_UDP-N-acetylglucosamine	166.4446779	82.33423362	95.36748321	93.55345245	80.18907643	151.5090292	25.52055831	66.65339947	174.7136217	51.2704642	47.67458597	77.24464954	25.52055831	172.3951402	25.52055831	25.52055831	25.52055831	25.52055831	25.52055831	64.7985169	28.3561759	103.7934732	25.52055831	35.8834642	107.8519168	94.24518723	25.52055831	140.7138301	81.15152285	202.5885686	25.52055831	46.33208656	87.85790457	74.31781251	48.40955715	63.84148101	25.52055831	25.52055831	106.6317248	77.8139949	40.78732612	25.52055831	67.79734814	56.69539859	49.86009132	86.54133916	25.52055831	68.10933071	25.52055831	25.52055831	25.52055831	77.76445289	25.52055831	25.52055831	25.52055831	25.52055831	25.52055831	120.5754281	25.52055831	57.90237376	25.52055831	42.35449689	164.0530915	97.94979366	25.52055831	25.52055831	55.43808743	25.52055831	25.52055831	25.52055831	25.52055831	103	60.93057148	25.52055831	136.6367102	128.8249645	25.52055831	25.52055831	72.81876849	25.52055831	25.52055831	122.0559371	25.52055831	39	122.4963966	52.11733371	25.52055831	25.52055831	94.85460985	25.52055831	125.8044487	42	25.52055831	39.52593447	50	57.09567588
C00047_Lys	5209.798254	7403.339012	11569.67645	1432.638987	5520.031166	7537.381008	15051	5058.947089	2620.096281	3280.787299	2809.463846	2110.685436	9258	2640.54813	8872.773768	940	14475	5064	1986	2777.953154	2957.646883	5079.940896	33088	1044.294817	2233.703925	5171.576792	4002.454497	2909.184985	4658.853284	7091.039745	2559.517831	5416.24667	5548.560264	4536.127537	4125.461495	5014.302585	18827	1080.088802	1876.113324	6022.66236	7105.450747	18309	24956.34617	6164.06234	4414.859378	3245.121884	17115.43144	5327.676152	3699.726177	2335	18523	4636.190573	3108	5683	606	12626	23236	3567.059586	3718.842046	3302.888108	1861.90812	2842.025982	2812.05634	9456.258596	10075	32866	5320.115318	2032	2138	4840	22184	2166	2874.693177	4261.164028	9057.877661	1699.317632	3591	3958	3387.967073	1861	11064	3801.325322	4171.952799	1660	7796.387663	28067.17044	23156	3178	7726.081701	2809	8032.944935	1589	4253.231475	2002.522623	1464	4916.017833
C00049_Asp	5832.09832	2654.010117	6901.790371	4992.338178	3997.795882	9101.455592	4196	6100.746206	2710.658206	2302.503212	2027.009931	1333.611171	2025	5024.566883	2493.229863	3441	2079	749	3114	3218.238974	3303.381725	6645.493731	4083	1204.951563	3002.335502	8842.114899	2560.668789	4392.461482	4510.338516	8066.924501	2547.063417	4281.842458	7294.06583	7397.197777	4126.68874	3372.17423	13298	1718.021152	2977.309677	3339.380898	2186.979167	8182	5538.882697	6532.88227	6462.444843	4220.058005	3428.15421	4057.489315	3341.197591	2523	15990	5611.871928	8008	8273	5922	5246	8566	6800.368998	2821.031803	2830.467366	564.1324886	2623.368575	5242.897631	3640.568715	2929	9657	3395.427352	3081	1032	565	6857	9123	3582.46693	4656.26874	5971.603662	6788.407368	3704	2401	4138.867565	1454	2369	6544.709791	5932.76944	1832	5922.272364	2156.80736	2120	564	4508.844716	5395	9198.528639	5219	5996.754776	4449.835161	4722	2001.466258
C00055_CMP	60.55295261	15.252008598	51.43178226	37.1084603	15.252008598	15.252008598	15.252008598	15.252008598	15.252008598	55.32874286	15.252008598	15.252008598	15.252008598	15.252008598	15.252008598	15.252008598	15.252008598	15.252008598	15.252008598	15.252008598	36.12857137	65.27214189	15.252008598	15.252008598	15.252008598	15.252008598	15.252008598	33.50663228	15.252008598	15.252008598	15.252008598	31.24481467	15.252008598	43.77039878	21.4824063	15.252008598	15.252008598	15.252008598	32.44683907	15.252008598	34.28692753	15.252008598	53.82703185	33.56097518	33.17167758	21.38984435	15.252008598	31.25098854	19.33554009	15.252008598	15.252008598	22.32228905	15.252008598	15.252008598	15.252008598	15.252008598	15.252008598	15.252008598	15.252008598	15.252008598	15.252008598	23.68613368	37.64234984	22.13727428	15.252008598	15.252008598	28.06794058	15.252008598	15.252008598	15.252008598	15.252008598	64	40.86115384	15.252008598	26.47474716	15.252008598	15.252008598	15.252008598	39.81060937	15.252008598	15.252008598	58.84595209	15.252008598	15.252008598	53.53315286	15.252008598	15.252008598	15.252008598	37.84878065	15.252008598	19.34289168	15.252008598	24.2889336	16.94667622	38	15.252008598
C00062_Arg	832.410527	675.4150675	2152.241463	540.3794791	588.9238782	1092.775632	101	1625.91352	595.7771034	1260.273967	575.9133148	328.676796	87	1028.296639	4351.16902	148	682	96	126	1037.989102	827.9940929	2599.854844	13535	489.4922309	537.1041047	1128.78504	1650.362148	431.1835251	1488.869024	716.8470953	550.3194279	1738.786997	3066.052953	1408.9571	2039.016307	1320.545709	191	536.8173257	612.0498426	824.2795193	3214.802957	138	1003.659913	937.9692031	1829.223709	916.8563405	6038.444783	762.3748949	1572.71668	111	403	1509.928007	261	540	78	107	157	953.6620858	1117.316293	1608.677941	321.8584787	781.693303	1429.888101	1289.935108	68	116	1165.600061	67	101	32	312	579	1019.294813	1005.790326	1292.226967	359.4564433	157	320	1726.852117	75	80	893.3901367	1312.1593	647	403.4180828	409.8280319	6462	1373	569.3256171	1015	2179.642212	304	1091.700167	709.9359159	427	1765.430496
C00064_Gln	1252.076526	526.5389156	871.0537943	477.3346435	1137.090531	835.6513715	670	2280.359743	682.7973948	314.497375	564.298181	687.9091899	158	1216.052664	3225.835221	1327	913	1780	289	420.1412116	414.1714874	1118.351062	6504	494.1424813	881.121401	1166.641126	641.7813777	645.5333531	1288.59294	2906.772055	485.5086751	1417.025129	562.7431854	2058.93526	607.7555622	750.0406326	1645	392.2970189	965.8045763	598.0612383	519.226769	2066	1189.618902	852.103429	594.3887846	1067.586731	4558.122443	1350.825292	480.3729141	190	1422	869.8916421	286	1182	54.9	747	1210	1187.724137	426.7768316	502.5361641	323.5405322	346.9184413	1464.155519	949.0885639	74	2126	3276.654366	258	351	54.9	4998	2442	428.3475681	719.9272071	1259.809881	408.2128603	210	290	905.0001914	54.9	61	1123.404874	535.5804796	526	677.1275508	5638.401673	12621	1353	2773.992955	615	985.9706023	441	362.1956671	779.5486287	869	1476.953433
C00065_Ser	624.3041952	359.6513034	645.2507902	374.1685984	985.9714403	331.8175276	142	3527.964771	321.709302	250.0925893	309.7377358	303.6784742	541	501.0514892	4558.885657	3799	3603	806	2437	343.7745755	569.3291575	385.4405568	1523	471.5881348	647.1076816	683.242582	436.9721859	393.8785961	517.2886537	891.1591771	378.1518246	620.2426072	440.1892924	1540.579342	316.669722	569.3748704	5730	413.7284011	572.8215166	412.9708192	544.9165491	4196	1221.499361	811.3150223	480.5477613	443.8260816	826.1479656	620.5372537	527.752642	607	1715	332.0513128	6811	7942	602	617	3813	454.2035439	380.9999652	249.2161943	500.8024355	403.1191091	612.2783574	540.6426594	992	526	522.5284488	1248	483	431	211	902	259.4754856	685.2515132	701.0414919	263.6778879	2267	1434	467.9206985	1826	1032	675.4098954	391.7435523	324	643.3241576	432.9989288	323	225	787.5351385	411	454.1431078	451	429.5833189	787.4366584	433	419.47232
C00073_Met	167.8084075	19.10750128	162.6695683	88.99717492	66.69290952	620.5376717	6004	1921.176732	69.07867743	41.99124254	40.31014831	46.10440437	378	113.9403238	549.912413	3962	3365	969	1443	28.18995659	65.89544399	145.7560393	6933	132.4830906	90.70142295	450.3528275	130.4282284	202.6809881	182.5695484	677.8042842	157.6576722	327.1524085	55.89626626	911.3875825	17.80471669	131.807915	6334	61.37724605	80.09465792	117.8804842	101.3205439	5907	2205.640972	208.5293498	156.2306405	140.2667884	3739.211293	134.8138636	134.0195141	2912	6511	221.8744094	2332	2024	40	2151	4503	109.7685987	109.6494442	167.7782694	173.2476939	121.8406242	167.4313965	161.2738361	817	10173	108.6468542	245	430	695	8597	115	129.2201917	308.9567255	844.6067605	101.7120517	272	1711	181.9651782	579	1715	129.4483572	171.7692336	56	112.7386132	3997.415334	8022	559	193.9983852	128	481.0648772	67	97.97825149	59.23130847	95	1497.268009
